50.95320601,12.40273722
49.52195538,6.12709177
51.25421515,11.08555027
51.76241274,6.96048381
52.14421298,10.76332922
50.09915406,2.54757456
52.15316689,10.41216149
48.69945209,10.89487031
53.12255325,4.12354115
51.235803,2.09649355
52.95615223,3.24479152
52.74121625,3.04504859
48.83907919,2.98765634
51.50533277,10.98272691
51.32679471,5.31291479
51.61996983,10.90671244
48.23821116,5.70891916
49.99102492,4.72794185
49.40244348,11.7161475
50.7434679,10.52676377
50.03056349,7.88053708
52.30744458,7.43776192
48.14819165,9.76308664
49.66322053,10.73161625
50.3186208,10.22116098
53.47584994,5.50629486
48.87218083,10.58552434
51.40428402,11.89233621
53.92096214,7.26358697
50.40304222,6.72117014
48.63129904,9.26997386
48.67006566,2.8155325
50.14509945,2.18975585
49.16982574,2.82115498
48.43529039,8.89927859
48.64239699,6.77792139
50.29591277,6.59348881
53.14845145,3.38377364
52.67428292,3.20374365
48.04214286,6.78486643
54.41300715,6.8074937
53.82294178,4.04841584
49.89452433,2.22399671
52.10921446,8.24529566
50.50999746,6.69352595
52.74040283,10.80368253
50.31457865,9.88182545
51.75903342,4.05473523
47.81027235,8.73999224
53.9074675,7.05656493
50.99082869,6.24998924
52.91071479,10.03415148
49.24706628,3.13969933
50.765637,2.00998817
50.68268411,8.56841008
48.1769188,7.27620126
48.66546234,10.07741292
52.25670465,4.70932619
50.74169013,9.15460773
52.17385879,2.71464997
49.12204242,10.71356948
50.85852462,3.74911378
49.03868014,5.88155921
53.53495394,8.37195274
53.64830492,5.06685093
53.21399279,8.19086938
52.91037431,4.88912442
49.84969749,2.02010857
51.50509785,1.9834768
50.23765355,4.82003789
52.49451579,4.34457109
50.39238167,4.7419715
51.69839785,6.65163584
49.18092986,2.83572469
50.65515357,9.25707784
49.32335165,10.84526596
54.42293324,6.61537166
50.50315419,10.82165678
48.19817851,7.38433813
50.82666581,2.44181588
50.72638746,11.10351576
48.40791511,10.30088916
50.57376598,7.78859598
50.16380562,6.27710876
49.51087097,10.80860487
